n;ID;timestamp;agent.type;client.ip;client.packets;client.port;destination.port;host.ip;source.ip;event.start;host.name;network.bytes;process.pid;server.ip;destination.ip;Prioridad;Clasificacion;Bloque
39;T0039;Dec 3  2022 @ 03:08:29.728;RH00001;auditbeat;192.168.109.129;1;46954;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:23.907;charlyhost;60B;27196;169.254.169.254;1;Critico;Bloque 20
40;T0040;Dec 3  2022 @ 03:08:29.728;RH00001;auditbeat;127.0.0.1;1;32948;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:23.914;charlyhost;80B;27196;127.0.0.1;2;No critico;Bloque 533
41;T0041;Dec 3  2022 @ 03:08:38.324;RH00001;auditbeat;127.0.0.1;7;40144;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.072;charlyhost;1.7KB;19341;127.0.0.1;1;Critico;Bloque 21
42;T0042;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;6;40090;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.451;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 534
43;T0043;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;6;40086;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.450;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 535
44;T0044;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;3;40086;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.451;charlyhost;483B;4750;127.0.0.1;1;Critico;Bloque 22
45;T0045;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;3;40090;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.454;charlyhost;490B;4750;127.0.0.1;2;No critico;Bloque 536
46;T0046;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;5;40072;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.448;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 23
47;T0047;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;7;40072;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.447;charlyhost;1.4KB;19341;127.0.0.1;1;Critico;Bloque 24
48;T0048;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;4;40056;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.414;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 537
49;T0049;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;6;40056;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.412;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 538
50;T0050;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;5;40050;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.410;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 25
51;T0051;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;7;40050;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.410;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 539
52;T0052;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;6;40038;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.383;charlyhost;1.4KB;19341;127.0.0.1;1;Critico;Bloque 26
53;T0053;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;4;40038;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.384;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 540
54;T0054;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;6;40024;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.342;charlyhost;1.4KB;19341;127.0.0.1;1;Critico;Bloque 27
55;T0055;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;5;40008;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.331;charlyhost;5.7KB;4750;127.0.0.1;1;Critico;Bloque 28
56;T0056;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;7;40008;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.330;charlyhost;5.8KB;19341;127.0.0.1;1;Critico;Bloque 29
57;T0057;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;4;40024;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.343;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 541
58;T0058;Dec 3  2022 @ 03:08:37.728;RH00001;auditbeat;127.0.0.1;6;39984;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.314;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 542
59;T0059;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;4;39984;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.316;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 30
60;T0060;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;4;39978;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.305;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 543
61;T0061;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;5;39966;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.278;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 544
62;T0062;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;5;39972;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.296;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 31
63;T0063;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;7;39972;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.276;charlyhost;1.5KB;19341;127.0.0.1;1;Critico;Bloque 32
64;T0064;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;7;39966;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.274;charlyhost;1.4KB;19341;127.0.0.1;1;Critico;Bloque 33
65;T0065;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;6;39958;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.109;charlyhost;1.4KB;19341;127.0.0.1;1;Critico;Bloque 34
66;T0066;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;4;39958;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.110;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 35
67;T0067;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;8;39956;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:31.534;charlyhost;36.3KB;19341;127.0.0.1;1;Critico;Bloque 36
68;T0068;Dec 3  2022 @ 03:08:37.727;RH00001;auditbeat;127.0.0.1;6;39956;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:31.535;charlyhost;36.2KB;4750;127.0.0.1;1;Critico;Bloque 37
69;T0069;Dec 3  2022 @ 03:08:36.728;RH00001;auditbeat;127.0.0.1;2;59053;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:31.534;charlyhost;512B;19341;127.0.0.53;2;No critico;Bloque 545
70;T0070;Dec 3  2022 @ 03:08:36.728;RH00001;auditbeat;192.168.109.129;1;37902;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:31.536;charlyhost;250B;789;192.168.109.2;2;No critico;Bloque 546
71;T0071;Dec 3  2022 @ 03:08:36.728;RH00001;auditbeat;192.168.109.129;1;39781;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:31.535;charlyhost;218B;789;192.168.109.2;1;Critico;Bloque 38
72;T0072;Dec 3  2022 @ 03:08:36.728;RH00001;auditbeat;127.0.0.1;2;55550;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:31.509;charlyhost;740B;19341;127.0.0.53;2;No critico;Bloque 547
73;T0073;Dec 3  2022 @ 03:08:36.728;RH00001;auditbeat;192.168.109.129;1;50427;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:31.511;charlyhost;276B;789;192.168.109.2;1;Critico;Bloque 39
74;T0074;Dec 3  2022 @ 03:08:36.728;RH00001;auditbeat;192.168.109.129;1;33983;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:31.510;charlyhost;420B;789;192.168.109.2;1;Critico;Bloque 40
75;T0075;Dec 3  2022 @ 03:08:36.418;RH00001;auditbeat;192.168.109.129;1;58586;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.999;charlyhost;234B;789;192.168.109.2;2;No critico;Bloque 548
76;T0076;Dec 3  2022 @ 03:08:35.018;RH00001;auditbeat;192.168.109.129;1;60939;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.868;charlyhost;190B;789;192.168.109.2;1;Critico;Bloque 41
77;T0077;Dec 3  2022 @ 03:08:34.924;RH00001;auditbeat;127.0.0.1;4;40104;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.523;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 42
78;T0078;Dec 3  2022 @ 03:08:34.922;RH00001;auditbeat;192.168.109.129;1;47618;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.766;charlyhost;176B;789;192.168.109.2;2;No critico;Bloque 549
79;T0079;Dec 3  2022 @ 03:08:34.881;RH00001;auditbeat;192.168.109.129;1;34313;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.720;charlyhost;218B;789;192.168.109.2;1;Critico;Bloque 43
80;T0080;Dec 3  2022 @ 03:08:34.778;RH00001;auditbeat;127.0.0.1;2;49021;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.297;charlyhost;852B;19341;127.0.0.53;2;No critico;Bloque 550
81;T0081;Dec 3  2022 @ 03:08:34.778;RH00001;auditbeat;127.0.0.1;2;38782;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.294;charlyhost;356B;19341;127.0.0.53;2;No critico;Bloque 551
82;T0082;Dec 3  2022 @ 03:08:34.735;RH00001;auditbeat;192.168.109.129;1;54847;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:32.295;charlyhost;150B;789;192.168.109.2;1;Critico;Bloque 44
83;T0083;Dec 3  2022 @ 03:08:34.733;RH00001;auditbeat;192.168.109.129;1;53664;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:32.296;charlyhost;162B;789;192.168.109.2;2;No critico;Bloque 552
84;T0084;Dec 3  2022 @ 03:08:34.478;RH00001;auditbeat;127.0.0.1;6;39978;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:32.303;charlyhost;1.4KB;19341;127.0.0.1;1;Critico;Bloque 45
85;T0085;Dec 3  2022 @ 03:08:34.478;RH00001;auditbeat;127.0.0.1;6;40104;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.522;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 553
86;T0086;Dec 3  2022 @ 03:08:43.727;RH00001;auditbeat;192.168.109.129;3;49602;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.537;charlyhost;243B;19341;34.102.187.140;1;Critico;Bloque 46
87;T0087;Dec 3  2022 @ 03:08:43.727;RH00001;auditbeat;127.0.0.1;2;60144;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:38.413;charlyhost;740B;19341;127.0.0.53;1;Critico;Bloque 47
88;T0088;Dec 3  2022 @ 03:08:43.727;RH00001;auditbeat;192.168.109.129;1;53122;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;2;No critico;Bloque 554
89;T0089;Dec 3  2022 @ 03:08:43.727;RH00001;auditbeat;192.168.109.129;1;53164;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;2;No critico;Bloque 555
90;T0090;Dec 3  2022 @ 03:08:43.727;RH00001;auditbeat;192.168.109.129;1;45426;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;1;Critico;Bloque 48
91;T0091;Dec 3  2022 @ 03:08:43.727;RH00001;auditbeat;192.168.109.129;1;53130;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;2;No critico;Bloque 556
92;T0092;Dec 3  2022 @ 03:08:43.726;RH00001;auditbeat;192.168.109.129;1;53144;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;1;Critico;Bloque 49
93;T0093;Dec 3  2022 @ 03:08:43.726;RH00001;auditbeat;192.168.109.129;1;53154;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;2;No critico;Bloque 557
94;T0094;Dec 3  2022 @ 03:08:43.726;RH00001;auditbeat;127.0.0.1;1;52478;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:38.318;charlyhost;80B;27236;127.0.0.1;1;Critico;Bloque 50
95;T0095;Dec 3  2022 @ 03:08:42.779;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;27236;-;1;Critico;Bloque 51
96;T0096;Dec 3  2022 @ 03:08:41.727;RH00001;auditbeat;127.0.0.1;2;39285;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:36.403;charlyhost;488B;19341;127.0.0.53;1;Critico;Bloque 52
97;T0097;Dec 3  2022 @ 03:08:41.727;RH00001;auditbeat;127.0.0.1;2;52105;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:11.140;charlyhost;771B;27170;127.0.0.53;1;Critico;Bloque 53
98;T0098;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;192.168.109.129;15;36558;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.915;charlyhost;18.1KB;19341;64.233.186.99;2;No critico;Bloque 558
99;T0099;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;2;58462;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.997;charlyhost;480B;19341;127.0.0.53;2;No critico;Bloque 559
100;T0100;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;192.168.109.129;1;40676;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.998;charlyhost;202B;789;192.168.109.2;1;Critico;Bloque 54
101;T0101;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;192.168.109.129;15;38450;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:25.542;charlyhost;15.8KB;27196;35.193.143.25;1;Critico;Bloque 55
102;T0102;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;17;53158;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:23.941;charlyhost;13.9KB;25357;127.0.0.1;1;Critico;Bloque 56
103;T0103;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;18;53158;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:23.941;charlyhost;14KB;27196;127.0.0.1;1;Critico;Bloque 57
104;T0104;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;2;54374;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.929;charlyhost;488B;19341;127.0.0.53;2;No critico;Bloque 560
105;T0105;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;2;40209;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.871;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 561
106;T0106;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;2;52874;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.868;charlyhost;488B;19341;127.0.0.53;1;Critico;Bloque 58
107;T0107;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;192.168.109.129;1;57321;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.873;charlyhost;240B;789;192.168.109.2;2;No critico;Bloque 562
108;T0108;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;1;38537;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.874;charlyhost;246B;19341;127.0.0.53;1;Critico;Bloque 59
109;T0109;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;192.168.109.129;1;42986;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.870;charlyhost;254B;789;192.168.109.2;2;No critico;Bloque 563
110;T0110;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;192.168.109.129;1;58338;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.872;charlyhost;224B;789;192.168.109.2;2;No critico;Bloque 564
111;T0111;Dec 3  2022 @ 03:08:40.729;RH00001;auditbeat;127.0.0.1;2;50705;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.765;charlyhost;420B;19341;127.0.0.53;1;Critico;Bloque 60
112;T0112;Dec 3  2022 @ 03:08:40.728;RH00001;auditbeat;192.168.109.129;1;59642;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.767;charlyhost;200B;789;192.168.109.2;2;No critico;Bloque 565
113;T0113;Dec 3  2022 @ 03:08:40.728;RH00001;auditbeat;127.0.0.1;2;55484;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.719;charlyhost;528B;19341;127.0.0.53;1;Critico;Bloque 61
114;T0114;Dec 3  2022 @ 03:08:40.728;RH00001;auditbeat;192.168.109.129;1;60430;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:34.721;charlyhost;266B;789;192.168.109.2;1;Critico;Bloque 62
115;T0115;Dec 3  2022 @ 03:08:39.879;RH00001;auditbeat;192.168.109.129;1;33276;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.414;charlyhost;276B;789;192.168.109.2;1;Critico;Bloque 63
116;T0116;Dec 3  2022 @ 03:08:39.879;RH00001;auditbeat;192.168.109.129;1;47951;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.413;charlyhost;420B;789;192.168.109.2;1;Critico;Bloque 64
117;T0117;Dec 3  2022 @ 03:08:39.728;RH00001;auditbeat;127.0.0.1;1;59840;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.466;charlyhost;80B;27196;127.0.0.1;1;Critico;Bloque 65
118;T0118;Dec 3  2022 @ 03:08:39.728;RH00001;auditbeat;127.0.0.1;1;59832;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.465;charlyhost;80B;27196;127.0.0.1;1;Critico;Bloque 66
119;T0119;Dec 3  2022 @ 03:08:39.728;RH00001;auditbeat;127.0.0.1;5;40144;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:34.074;charlyhost;1.5KB;4750;127.0.0.1;2;No critico;Bloque 566
120;T0120;Dec 3  2022 @ 03:08:39.728;RH00001;auditbeat;127.0.0.1;6;40140;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.712;charlyhost;1.4KB;19341;127.0.0.1;2;No critico;Bloque 567
121;T0121;Dec 3  2022 @ 03:08:39.728;RH00001;auditbeat;127.0.0.1;4;40140;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.713;charlyhost;1.3KB;4750;127.0.0.1;1;Critico;Bloque 67
122;T0122;Dec 3  2022 @ 03:08:39.727;RH00001;auditbeat;127.0.0.1;5;40124;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.714;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 568
123;T0123;Dec 3  2022 @ 03:08:39.727;RH00001;auditbeat;127.0.0.1;7;40124;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.711;charlyhost;1.5KB;19341;127.0.0.1;2;No critico;Bloque 569
124;T0124;Dec 3  2022 @ 03:08:39.727;RH00001;auditbeat;127.0.0.1;5;40112;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.706;charlyhost;1.3KB;4750;127.0.0.1;2;No critico;Bloque 570
125;T0125;Dec 3  2022 @ 03:08:39.727;RH00001;auditbeat;127.0.0.1;7;40112;5000;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:08:33.705;charlyhost;1.5KB;19341;127.0.0.1;2;No critico;Bloque 571
126;T0126;Dec 3  2022 @ 03:08:38.878;RH00001;auditbeat;192.168.109.129;1;53114;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:35.309;charlyhost;60B;27236;169.254.169.254;2;No critico;Bloque 572
127;T0127;Dec 3  2022 @ 03:08:38.876;RH00001;auditbeat;192.168.109.129;1;53150;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:08:38.311;charlyhost;60B;27236;169.254.169.254;2;No critico;Bloque 573
128;T0128;Dec 3  2022 @ 03:08:06.728;RH00001;auditbeat;192.168.109.129;2;51064;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:07:55.216;charlyhost;232B;19341;13.107.42.14;2;No critico;Bloque 574
129;T0129;Dec 3  2022 @ 03:07:57.727;RH00001;auditbeat;192.168.109.129;14;37254;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:07:42.533;charlyhost;15.8KB;27132;35.193.143.25;1;Critico;Bloque 68
130;T0130;Dec 3  2022 @ 03:07:57.142;RH00001;auditbeat;192.168.109.129;1;32994;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:07:52.243;charlyhost;60B;27150;169.254.169.254;1;Critico;Bloque 69
131;T0131;Dec 3  2022 @ 03:07:56.728;RH00001;auditbeat;127.0.0.1;1;38006;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:07:51.459;charlyhost;80B;27132;127.0.0.1;2;No critico;Bloque 575
132;T0132;Dec 3  2022 @ 03:07:56.059;RH00001;auditbeat;192.168.109.129;1;33024;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:07:55.248;charlyhost;60B;27150;169.254.169.254;1;Critico;Bloque 70
133;T0133;Dec 3  2022 @ 03:07:56.057;RH00001;auditbeat;127.0.0.1;1;38028;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:07:56.044;charlyhost;80B;27150;127.0.0.1;1;Critico;Bloque 71
